id,sex,age,age_group,marital,child,educ,source,smoke,smokenum,op1,Rop2,op3,Rop4,op5,Rop6,Rmast1,mast2,Rmast3,Rmast4,mast5,Rmast6,Rmast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,Rpss4,Rpss5,pss6,Rpss7,Rpss8,pss9,pss10,sest1,sest2,Rsest3,sest4,Rsest5,sest6,Rsest7,sest8,Rsest9,Rsest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,Rpc1,Rpc2,pc3,pc4,pc5,pc6,Rpc7,pc8,pc9,pc10,Rpc11,pc12,pc13,pc14,Rpc15,Rpc16,pc17,pc18,Moptim,Mmast,Mpcoiss,Mslfest,Mposaff,Mnegaff,Mpstress,Mlifesat
368,1,82,2,8,0,4,6,0,0,4,5,4,5,4,5,3,3,3,3,4,3,4,3,3,1,3,1,3,3,1,2,1,1,1,3,1,1,1,3,3,1,1,6,5,6,6,6,3,2,3,2,2,3,2,2,3,2,3,3,4,3,4,2,4,4,4,4,1,1,1,1,1,0,1,1,0,0,5,4,5,4,5,4,4,3,4,4,1,4,5,5,4,5,1,4,4.5,3.28571428571429,3.94444444444444,3.5,2.5,1.2,2.4,5.8
161,0,43,1,1,0,4,1,0,0,3,3,4,3,4,4,3,3,4,4,4,4,3,4,1,1,3,1,4,5,2,4,1,2,4,4,1,1,1,3,4,1,1,4,4,2,2,4,3,3,3,2,2,3,3,3,3,4,4,4,4,4,4,3,2,3,3,3,1,1,1,0,1,0,1,1,1,0,4,3,5,3,4,3,4,3,4,3,3,3,3,2,3,3,3,4,3.5,3.57142857142857,3.33333333333333,3.4,3.6,1.2,2.9,3.2
456,1,24,0,1,0,5,1,0,0,2,3,4,4,4,4,3,4,2,3,4,3,4,5,3,2,4,1,5,3,2,4,1,4,5,4,3,5,3,5,3,4,3,5,5,5,4,4,2,4,4,3,2,3,2,2,3,2,3,3,3,3,4,3,2,3,3,3,1,1,1,1,0,0,0,0,0,0,4,2,4,3,5,4,3,2,3,3,3,4,4,4,3,4,4,5,3.5,3.28571428571429,3.55555555555556,3,4.3,2.6,2.7,4.6
40,0,36,1,4,1,3,1,0,0,1,3,4,3,4,5,1,3,3,3,3,2,2,3,4,2,2,1,1,3,2,3,2,4,3,3,1,2,4,3,3,1,1,3,5,4,4,6,3,3,4,4,4,4,3,3,3,5,3,4,4,3,4,2,2,4,2,4,1,1,1,0,0,0,0,1,0,0,2,4,4,3,3,1,1,4,4,4,4,4,3,1,2,3,2,2,3.33333333333333,2.42857142857143,2.83333333333333,3.2,2.6,2.2,3.6,4.4
60,0,45,1,4,1,6,1,0,0,3,5,4,5,5,5,4,4,4,4,4,4,4,4,1,1,4,1,5,5,1,5,3,3,4,4,1,4,1,4,5,1,1,5,5,5,4,3,2,1,1,1,2,2,2,2,2,2,4,4,4,1,4,4,4,4,4,4,1,1,1,0,0,1,1,0,0,0,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.5,4,4.88888888888889,3.7,4.4,1.4,1.7,4.4
290,0,50,1,4,1,4,8,1,200,2,4,3,3,4,3,3,3,3,4,4,4,4,3,1,1,3,1,4,4,1,3,1,2,4,4,1,3,1,4,4,1,1,3,2,4,2,3,3,3,3,2,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1,0,0,0,4,3,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,2,3.16666666666667,3.57142857142857,4,4,3.6,1.1,2.8,2.8
367,0,27,0,1,0,5,1,1,20,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,3,2,3,1,2,1,2,1,3,1,3,3,3,2,1,2,2,1,1,3,4,3,3,4,2,3,3,4,2,4,3,4,4,2,2,3,3,4,4,1,1,1,1,0,0,0,0,1,0,3,2,4,3,4,2,1,1,3,3,4,2,4,2,1,2,2,2,2.66666666666667,2.71428571428571,2.5,3.3,2.4,1.6,3.1,1.4
467,0,21,0,1,0,3,9,0,0,4,5,4,5,4,4,4,4,3,4,4,4,4,5,2,1,2,1,5,5,1,5,2,2,5,5,1,5,1,5,5,1,1,6,7,5,4,3,3,2,3,1,1,2,1,1,5,2,4,4,4,4,2,4,4,3,4,4,1,1,1,0,1,0,1,1,0,1,5,5,5,4,5,4,2,3,3,5,5,5,1,1,5,5,5,4,4.33333333333333,3.85714285714286,4,3.7,4.7,1.3,2.1,5
32,0,31,1,3,0,6,9,0,0,2,3,2,3,3,3,2,2,2,2,2,2,3,2,3,1,3,3,3,2,4,1,3,3,2,2,1,4,3,2,2,4,4,3,4,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,2,3,3,4,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,4,2.66666666666667,2.14285714285714,2.33333333333333,3.2,2.3,2.9,3.1,3.2
217,1,49,1,4,1,4,4,1,150,5,5,5,5,5,5,3,4,4,4,4,4,4,3,2,1,2,1,3,3,1,3,1,2,1,3,1,3,1,4,3,1,1,5,6,6,6,5,3,3,2,1,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,0,1,1,1,1,5,5,5,5,5,5,5,3,5,5,5,5,4,3,3,3,4,5,5,3.85714285714286,4.44444444444444,4,2.8,1.2,2,5.6
58,0,49,1,4,1,2, , , ,3,2,4,2,4,2,2,3,3,3,3,1,1,5,4,1,4,1,5,5,2,3,5,3,2,4,1,5,1,5,5,5,2,5,5,5,4,4,3,3,2,2,3,2,2,2,3,3,2,1,1,3,2,4,3,2,3,3,0,1,1,1,0,1,0,0,1,0,5,3,1,2,3,3,2,3,2,2,5,3,2,3,3,4,3,3,2.83333333333333,2.28571428571429,2.88888888888889,2.4,4.3,2.5,2.5,4.6
497,1,48,1,4,0,3,8,0, ,2,5,3,3,3,4,4,2,4,4,3,2,4,4,2,2,3,4,2,3,2,2,1,3,1,4,4,3,3,3,3,3,2,3,3,4,4,5,3,3,3,2,2,3,2,2,3,2,4,4,4,4,4,3,2,2,4,4,0,0,0,0,0,0,0,1,0,0,3,4,1,3,4,4,3,2,3,2,1,1,3,3,3,2,2,1,3.33333333333333,3.28571428571429,2.5,3.5,2.8,2.6,2.5,3.8
453,1,20,0,1,0,3,1,0,0,3,4,3,4,5,5,2,3,4,4,1,3,3,5,4,3,3,2,4,3,3,3,2,3,4,3,3,5,3,4,4,3,2,4,6,4,2,2,5,3,4,3,2,4,3,3,4,3,4,4,3,3,3,3,4,3,2,2,0,0,1,0,0,0,0,0,0,0,3,2,2,3,2,5,2,4,4,3,4,5,3,5,5,5,5,5,4,2.85714285714286,3.72222222222222,3.1,3.8,2.8,3.4,3.6
485,0,25,0,7,0,5,1,1,20,4,5,4,2,4,4,4,4,4,4,4,3,4,3,1,1,4,1,4,4,2,4,1,1,3,3,1,5,1,5,4,2,1,5,5,6,6,6,2,3,2,2,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,0,1,1,1,0,0,0,0,0,0,5,4,5,4,5,3,5,4,3,4,4,4,4,4,4,5,5,4,3.83333333333333,3.85714285714286,4.22222222222222,4,3.9,1.2,1.6,5.6
303,1,58,2,5,0,2,7,0,0,5,5,5,4,5,5,3,4,3,3,2,4,4,4,2,1,5,1,5,5,1,5,1,1,4,5,1,4,1,4,5,1,1,6,6,6,6,3,2,2,3,1,1,2,2,1,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,4,4,3,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4.83333333333333,3.28571428571429,3.88888888888889,4,4.6,1.1,2,5.4
216,0,31,1,4,1,4,1,0, ,4,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,5,1,5,4,1,5,1,2,4,4,2,4,1,5,5,2,1,5,6,6,7,3,3,4,3,2,3,3,2,1,4,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,0,0,1,1,1,0,5,3,2,4,5,3,4,5,5,5,5,5,3,3,4,1,4,4,4.83333333333333,4,3.88888888888889,4,4.5,1.5,2.6,5.4
188,1,29,0,1,0,2,8,0,0,3,5,5,5,5,5,4,4,4,4,4,4,4,5,1,1,4,1,5,4,1,5,1,1,4,4,1,5,1,5,4,1,1,5,5,5,4,7,2,2,3,1,1,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,0,1,1,1,1,5,4,4,5,5,5,5,3,4,2,4,4,3,3,3,3,3,5,4.66666666666667,4,3.88888888888889,4,4.5,1,2.1,5.2
162,0,22,0,1,0,5,7,0,2,3,4,5,3,2,3,3,3,2,4,4,3,3,5,3,2,4,1,5,4,3,3,4,3,5,5,1,3,1,5,5,2,2,2,6,4,3,1,3,3,4,2,2,4,2,2,4,3,4,4,4,3,4,3,2,3,3,4,1,1,1,1,0,0,0,0,0,0,4,2,2,2,3,3,1,4,3,3,2,4,4,2,3,4,4,4,3.33333333333333,3.14285714285714,3,3.4,4.4,2.2,2.9,3.2
67,1,20,0,3,0,4,8,1,100,2,3,2,2,2,4,3,3,3,2,4,2,3,2,4,1,3,3,4,2,2,2,4,4,4,2,1,2,5,2,3,3,3,2,2,2,6,2,3,3,4,3,5,3,4,4,4,4,4,3,3,3,3,2,1,2,2,1,1,1,1,0,0,1,1,0,0,0,2,1,5,1,4,1,2,1,1,1,5,2,3,1,4,4,2,2,2.5,2.85714285714286,2.33333333333333,2.4,2.6,3,3.7,2.8
478,0,21,0,1,0,5,1,0, ,5,4,4,4,3,3,3,4,3,2,4,3,3,4,4,4,2,1,2,2,4,3,1,1,1,2,4,1,1,3,2,1,1,5,6,6,6,6,3,3,3,2,3,3,3,2,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,1,1,0,1,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,3,3,3.83333333333333,3.14285714285714,3.66666666666667,4,2.2,2.2,2.7,5.8
228,1,26,0,1,0,5,1,1,3,4,4,5,4,4,4,4,4,4,4,4,4,3,5,1,1,4,1,5,5,2,4,1,1,5,4,1,4,1,5,5,2,2,6,6,7,7,5,3,2,3,1,2,2,2,2,4,2,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,0,1,1,0,0,3,5,5,5,5,5,3,5,3,3,2,5,2,5,5,5,5,5,4.16666666666667,3.85714285714286,4.22222222222222,3.8,4.6,1.3,2.3,6.2
107,0,39,1,3,0,4,7,0,0,2,4,4,2,2,2,2,3,3,2,4,1,3,3,5,4,2,2,5,3,3,2,3,4,2,3,3,3,1,3,4,4,3,3,3,3,3,1,3,3,4,3,3,4,3,3,3,3,4,3,4,3,1,2,2,2,3,2,1,0,1,1,1,0,1,1,0,1,1,4,3,4,3,2,1,4,3,3,2,2,2,1,3,3,3,4,2.66666666666667,2.57142857142857,2.66666666666667,2.6,3,3.2,3.2,2.6
177,1,24,0,1,0,3,2,0,0,2,3,3,4,2,3,4,4,4,4,4,4,3,3,2,1,2,2,4,4,4,4,1,1,2,2,2,4,1,2,2,2,1,4,4,4,3,3,4,4,4,2,3,4,3,3,3,3,3,3,4,3,4,3,2,3,2,3,1,1,1,1,0,1,0,1,0,0,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,2.83333333333333,3.85714285714286,3.22222222222222,3,2.9,1.7,3.3,3.6
27,1,38,1,4,1,5, ,0,0,3,5,5,5,5,5,2,4,2,3,3,3,4,5,5,1,4,1,4,4,1,4,1,4,1,1,1,2,1,2,4,1,1,6,6,6,6,6,5,4,5,1,1,5,2,1,5,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,4,3,3,3,5,5,3,2,2,2,4,2,3,3,3,1,3,3,4.66666666666667,3,3,4,3.1,1.7,3.3,6
176,1,53,2,7,0,6,1,0,0,4,5,4,4,5,4,2,2,2,2,3,4,1,3,4,1,3,2,3,2,4,3,2,2,2,3,1,2,5,2,3,1,1,2,2,3,2,2,3,3,4,1,4,4,2,5,5,5,4,4,4,4,4,4,4,3,4,4,1,1,1,0,1,0,1,0,0,0,5,2,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4.33333333333333,2.28571428571429,4.66666666666667,3.9,2.6,2.3,3.6,2.2
351,1,31,1,4,1,4,8,0,0,3,3,3,3,2,1,2,3,2,2,3,3,1,5,3,2,5,1,4,4,2,4,1,2,5,5,1,5,1,5,4,2,1,4,4,4,4,4,3,2,3,2,2,2,2,2,1,1,4,4,4,4,4,4,4,3,2,4,1,1,1,1,1,0,1,1,0,0,3,2,3,3,3,2,1,2,3,3,2,3,2,3,3,4,2,3,2.5,2.28571428571429,2.61111111111111,3.7,4.6,1.6,2,4
143,0,21,0,1, ,5,1,0, ,2,5,4,5,5,5,3,4,4,4,4,2,3,5,4,1,2,5,4,3,3,1,1,4,4,4,1,3,1,3,4,1,1,4,4,5,7,6,1,1,3,1,3,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,0,0,2,4,3,4,5,3,2,2,4,3,4,3,4,3,4,4,3,3,4.33333333333333,3.42857142857143,3.33333333333333,4,3.3,2.2,2.1,5.2
317,1,53,2,4,1,4,5,0,0,4,3,5,3,4,4,3,3,3,3,3,3,1,5,3,1,5,1,4,5,2,3,1,2,5,4,2,4,2,4,4,3,1,5,5,5,5,4,3,4,4,2,3,3,3,2,3,2,3,3,3,3,4,3,4,2,2,4,1,1,1,0,1,0,1,1,1,0,2,4,5,4,4,4,3,4,5,4,2,4,3,4,3,4,4,4,3.83333333333333,2.71428571428571,3.72222222222222,3.1,4.3,1.8,2.9,4.8
178,1,42,1,4,1,3,7,0,0,3,5,3,3,3,4,3,3,4,3,4,2,4,4,3,4,2,4,2,2,3,2,2,2,2,3,3,2,4,2,2,2,2,2,2,2,5,2,3,4,5,3,3,4,3,3,3,4,3,4,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,3,3.5,3.28571428571429,2.33333333333333,2,2.3,2.9,3.5,2.6
421,1,68,2,4,0,3,6,0, ,3,5,4,5,4,5,4,2,2,2,3,3,2,3,5,2,5,1,4,3,5,5,4,3,3,3,2,4,4,3,4,2,2,5,5,3,4,6,3,4,3,2,3,3,3,2,5,3,4,4,4,4,4,3,4,4,3,4,1,1,1,0,1,0,1,0,0,0,2,2,4,3,4,4,5,4,3,4,4,3,3,3,3,3,3,3,4.33333333333333,2.57142857142857,3.33333333333333,3.8,3.7,3,3.1,4.6
701,0,47,1,4,1,4,1,0,0,3,1,2,3,4,4,2,3,1,3,4,2,2,5,4,1,2,3,4,3,1,2,4,4,3,3,2,4,1,4,3,5,4,5,3,3,2,1,4,4,4,3,2,4,3,3,5,4,4,4,4,3,4,4,4,3,3,4,1,1,0,0,0,0,0,0,1,0,2,2,3,4,4,4,2,3,4,4,4,4,2,2,2,2,2,4,2.83333333333333,2.42857142857143,3,3.7,3.3,2.9,3.6,2.8
504,0,48,1,4,1,4,1,0,0,3,5,4,5,4,3,3,4,4,4,3,4,4,5,2,1,4,1,5,5,2,3,1,1,4,4,1,4,1,5,4,1,1,4,4,4,5,6,3,1,3,2,2,2,3,2,5,2,4,4,4,4,4,4,4,3,3,4,1,1,1,1,0,1,0,1,0,1,5,3,2,4,5,3,2,3,5,4,4,4,4,3,4,4,4,4,4,3.71428571428571,3.72222222222222,3.8,4.3,1.2,2.5,4.6
329,0,18,0,2,0,3,1,1,35,2,1,3,2,3,3,2,2,1,3,2,2,3,3,2,1,2,2,3,4,1,2,4,3,3,4,1,1,1,2,3,3,3,3,4,2,3,1,4,4,4,3,4,3,2,3,4,4,3,3,3,3,2,3,3,2,1,2,0,0,1,1,0,0,0,0,1,0,2,2,2,2,2,3,1,1,1,2,3,1,3,2,2,2,1,4,2.33333333333333,2.14285714285714,2,2.5,2.7,2.1,3.5,2.6
128,1,39,1,4,1,5,1,1,20,2,4,3,4,4,2,2,3,3,3,2,4,3,4,4,2,5,1,4,3,3,3,2,3,2,4,2,2,1,3,4,4,4,3,3,3,3,2,2,2,3,2,3,3,2,2,3,2,3,3,3,3,4,3,2,2,3,3,1,1,1,0,1,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3.16666666666667,2.85714285714286,3.94444444444444,2.9,3.4,2.6,2.4,2.8
309,0,57,2,5,0,3,8,1,160,3,4,5,5,5,5,4,4,4,4,4,4,4,5,1,1,4,2,4,4,1,4,1,2,5,5,1,4,2,5,5,2,2,3,2,6,5,7,3,1,1,2,2,1,1,2,4,2,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,0,1,1,1,0,4,5,5,5,4,3,1,4,5,5,2,2,4,5,5,5,4,5,4.5,4,4.05555555555556,3.9,4.5,1.5,1.9,4.6
406,0,34,1,3,0,4,1,1,210,4,2,3,3,4,4,4,4,4,4,4,2,1,4,3,3,5,1,4,5,2,3,1,5,4,3,3,3,3,4,3,4,4,4,4,6,4,6,4,3,5,3,2,2,2,2,3,3,4,4,4,4,4,4,4,3,3,2,1,0,1,1,0,0,1,0,0,0,2,2,3,2,3,5,2,4,5,5,1,4,5,3,2,2,3,5,3.33333333333333,3.28571428571429,3.22222222222222,3.6,3.8,2.9,2.9,4.8
134,1,41,1,7,1,4,5,0, ,3,5,5,5,5,5,4,4,4,4,4,1,2,4,4,2,1,1,4,5,3,5,2,4,4,3,2,5,2,5,4,3,3,2,3,6,4,3,3,3,5,2,2,4,3,3,3,4,4,4,4,4,4,3,1,4,4,4,1,1,1,0,0,0,1,1,0,0,2,2,5,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,4.66666666666667,3.28571428571429,4.38888888888889,3.6,4,2.6,3.2,3.6
70,1,30,0,4,1,2,8,1,10,1,4,3,3,3,1,2,3,1,1,1,4,3,3,1,1,2,1,3,5,1,3,1,1,2,2,1,3,1,5,4,1,1,2,2,4,2,1,2,3,3,2,3,3,2,4,2,2,4,4,4,3,2,4,4,3,2,4,1,1,0,1,1,0,0,1,0,0,5,4,2,4,4,5,3,4,4,4,2,4,4,4,4,4,4,4,2.5,2.14285714285714,3.83333333333333,3.4,3.2,1,2.6,2.2
63,1,19,0,2,0,3,1,0,0,1,3,2,3,3,4,3,4,2,3,4,2,1,3,4,2,1,1,2,1,3,2,3,3,3,3,4,2,3,3,2,2,1,5,3,5,5,5,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,2,1,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,2,2,2,2,1,2,3,3,2,3,2,2,2,1,3,3,2.66666666666667,2.71428571428571,2.05555555555556,2.7,2.2,2.6,3.4,4.6
372,0,26,0,3,0,4,3,0,0,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,1,1,1,3,3,1,3,1,3,3,4,1,3,1,3,3,1,1,4,4,3,3,3,3,3,4,3,2,3,3,3,3,2,3,4,4,4,2,3,4,3,4,4,1,1,1,1,0,0,0,0,0,0,3,2,3,3,3,2,4,2,3,3,3,2,2,2,2,2,2,3,2.83333333333333,2.71428571428571,2.55555555555556,3.5,2.9,1.3,2.9,3.4
181,0,46,1,4,1,5,1,0,0,4,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,4,5,1,4,1,1,5,5,1,4,1,5,4,1,1,6,6,6,7,6,2,2,1,1,2,2,2,1,2,2,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,2,3,5,5,5,5,3,4,4,4,5,5,3,4,4,4,5,5,4.83333333333333,4,4.16666666666667,3.9,4.1,1,1.7,6.2
158,1,58,2,4,0,5,7,0,0,4,5,4,4,5,5,3,3,4,4,4,4,4,4,2,1,3,1,2,4,2,3,1,2,2,4,1,3,2,4,3,2,1,4,6,4,6,4,3,3,4,2,3,4,3,2,4,3,3,3,4,4,4,3,3,4,3,4,0,1,1,0,1,0,1,1,0,1,3,3,3,3,3,2,2,3,4,3,4,2,4,2,3,3,3,3,4.5,3.71428571428571,2.94444444444444,3.5,3.2,1.5,3.1,4.8
192,1,44,1,8,1,4,1,0,0,4,5,5,5,5,5,3,3,1,4,3,4,4,3,1,1,2,1,3,3,1,2,1,1,4,3,1,3,1,4,4,1,1,7,6,6,5,5,2,2,3,2,1,3,2,2,2,1,4,4,4,3,4,4,3,4,4,3,1,1,1,0,1,0,1,1,0,1,5,4,5,5,5,4,5,4,4,4,4,3,3,2,4,5,2,5,4.83333333333333,3.14285714285714,4.05555555555556,3.7,3.1,1,2,5.8
227,1,30,0,4,0,3,8,0,0,2,3,5,4,4,3,2,3,3,3,3,2,3,3,4,4,5,1,3,2,5,2,3,4,2,2,3,5,1,2,3,3,2,4,5,5,6,5,5,4,4,3,4,3,3,3,4,3,4,4,3,3,3,3,2,2,1,2,0,1,1,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3.5,2.71428571428571,2.88888888888889,2.7,2.9,3,3.6,5
312,0,21,0,2,0,3,1,1,3,3,4,4,4,5,5,3,4,3,3,4,3,2,4,2,2,4,2,4,5,2,4,3,3,4,3,2,4,3,4,3,4,4,4,7,5,6,5,4,4,4,3,2,3,2,3,4,3,4,4,4,4,4,4,3,4,3,4,0,0,1,0,0,0,0,0,0,0,3,5,3,4,3,5,3,2,2,3,2,4,2,4,4,5,4,4,4.16666666666667,3.14285714285714,3.44444444444444,3.8,3.9,2.7,3.2,5.4
36,1,22,0,1,0,3,1,1,1,5,4,4,4,3,3,3,3,2,4,2,2,1,3,4,2,4,4,3,4,3,4,4,4,2,3,2,3,4,3,3,2,2,4,6,5,5,3,3,4,3,3,3,3,3,3,4,3,3,3,3,2,3,2,1,2,2,2,0,1,1,0,0,0,1,1,0,0,4,2,4,3,3,3,2,3,3,3,3,2,3,2,3,4,3,4,3.83333333333333,2.42857142857143,3,2.3,3.2,3.1,3.2,4.6
126,1,35,1,4,1,6,1,1,50,3,5,4,4,4,5,2,2,2,3,3,3,2,5,3,2,4,1,5,4,3,4,3,3,4,3,1,4,2,5,3,3,2,4,4,6,6,4,3,3,5,2,2,4,2,3,4,3,4,4,4,3,4,4,4,4,2,2,1,1,1,0,0,0,0,0,0,0,3,4,2,4,3,2,3,3,3,4,4,2,2,2,2,2,2,2,4.16666666666667,2.42857142857143,2.72222222222222,3.5,4.1,2.3,3.1,4.8
326,0,46,1,6,0,4,3,0,0,5,5,4,5,4,5,3,4,3,3,3,3,3,4,2,1,1,1,3,4,1,3,2,2,3,3,1,3,2,3,4,1,1,4,6,6,6,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,0,1,0,1,0,0,4,4,5,4,3,3,4,4,3,3,5,4,3,2,3,5,5,5,4.66666666666667,3.14285714285714,3.83333333333333,3.6,3.1,1.4,3,5.2
163,1,22,0,1,0,5,1,1,5,5,5,4,5,5,5,1,4,4,4,4,4,4,5,2,1,4,1,5,4,1,4,2,2,4,3,1,5,1,5,4,1,1,6,6,6,5,6,2,3,2,2,2,1,2,1,2,1,4,4,4,4,4,4,4,4,3,4,1,1,1,0,0,0,0,1,0,1,3,4,4,4,4,2,5,5,5,4,4,4,3,2,5,5,2,4,4.83333333333333,3.57142857142857,3.83333333333333,3.9,4.3,1.3,1.8,5.8
452,1,27,0,4,0,5,1,0,0,3,4,4,4,3,4,4,3,4,4,4,4,4,5,2,1,3,1,5,4,1,3,1,2,5,5,1,4,1,5,5,2,1,5,6,6,6,6,3,2,3,2,3,3,2,2,2,2,4,4,4,3,4,3,2,3,4,4,1,1,1,1,1,0,0,1,1,1,4,3,3,4,4,3,2,1,4,3,5,4,4,3,4,3,3,3,3.66666666666667,3.85714285714286,3.33333333333333,3.5,4.4,1.3,2.4,5.8
81,1,20,0,1,0,3,6,1,125,2,2,3,4,3,4,3,4,3,3,3,4,1,2,2,4,2,1,5,3,2,4,4,5,2,4,2,1,1,2,3,4,3,3,5,2,3,3,2,4,5,3,3,2,2,3,3,1,2,4,3,4,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,4,2,2,2,4,3,2,2,4,4,2,4,5,2,2,2,2,5,3,3,2.94444444444444,2.2,2.8,2.8,2.8,3.2
455,1,42,1,6,0,6,8,1,7,5,4,2,4,5,3,2,4,3,1,4,1,1,4,1,1,4,1,5,5,1,4,3,1,3,3,2,2,1,3,5,1,1,1,4,1,7,1,3,3,3,2,3,3,2,3,3,3,4,4,4,4,1,4,1,3,2,1,1,1,1,1,0,0,0,0,0,1,4,3,3,3,3,2,1,1,2,3,5,1,3,1,3,4,3,5,3.83333333333333,2.28571428571429,2.77777777777778,2.8,3.8,1.3,2.8,2.8
78,1,25,0,4,0,4,1,1,3,3,4,4,4,4,5,3,4,4,4,4,3,2,5,1,1,3,1,4,4,1,4,1,1,4,4,1,4,1,4,4,1,1,6,6,6,6,5,2,3,3,2,2,3,2,2,3,2,4,4,4,4,4,4,4,4,3,3,1,1,1,0,0,0,1,0,0,0,5,4,4,3,4,2,4,2,3,3,2,2,4,3,3,3,3,4,4,3.42857142857143,3.22222222222222,3.8,4,1,2.4,5.8
332,1,31,1,4,1,5,4,0,0,3,5,4,5,5,4,4,4,4,4,4,3,4,4,2,3,5,1,4,3,2,5,1,2,4,4,2,5,1,4,4,2,1,6,6,7,6,7,1,1,3,1,2,3,2,3,1,2,4,4,4,4,4,3,3,4,4,3,1,1,0,0,0,0,0,1,0,0,5,2,4,2,4,4,5,3,3,3,4,4,4,3,4,4,3,5,4.33333333333333,3.85714285714286,3.66666666666667,3.7,4.2,1.7,1.9,6.4
506,1,60,2,7,0,4,1,1,150,3,4,3,2,4,4,2,3,4,2,4,3,1,4,2,1,2,1,3,3,2,3,1,1,1,4,1,3,1,3,3,1,1,3,1,2,3,2,2,2,2,2,3,1,3,2,2,2,3,4,4,4,3,3,1,2,3,4,1,1,0,0,1,0,1,1,0,0,4,4,5,4,3,4,3,4,5,5,5,3,4,3,4,5,4,3,3.33333333333333,2.71428571428571,4,3.1,2.9,1.2,2.1,2.2
39,1,24,0,1,0,3,1,0,0,4,4,4,4,4,2,3,3,3,3,2,2,2,3,3,1,3,1,4,4,2,3,1,1,3,3,1,3,1,3,3,1,1,4,4,3,3,4,3,3,2,3,3,3,3,4,3,2,4,3,2,3,2,3,3,3,3,3,1,1,1,0,0,0,0,1,0,1,3,3,4,3,2,2,3,4,4,4,4,1,2,1,3,3,1,1,3.66666666666667,2.57142857142857,2.66666666666667,2.9,3.2,1.3,2.9,3.6
156,1,36,1,4,1,4,4,0,0,2,4,3,4,5,4,2,3,3,3,3,2,3,3,4,2,2,2,3,4,4,3,4,4,3,3,2,3,3,3,3,3,3,4,4,5,5,5,3,3,4,3,3,4,3,3,4,3,3,3,4,3,4,3,2,3,3,4,0,1,1,0,0,0,1,0,1,0,2,2,3,2,3,2,1,1,2,2,2,2,3,2,1,1,2,2,3.66666666666667,2.71428571428571,1.94444444444444,3.2,3,3.1,3.3,4.6
206,0,36,1,1,0,6,7,0, ,4,3,3,4,5,5,3,4,4,4,4,4,3,3,2,1,3,1,3,2,2,3,3,2,2,2,2,2,1,3,2,1,2,4,4,4,4,4,3,2,2,2,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,0,1,1,1,0,4,5,5,5,3,3,4,3,5,5,4,4,3,3,3,3,3,3,4,3.71428571428571,3.77777777777778,4,2.5,1.7,2.4,4
